Candidate,State,Office Type,Date,Partisan Lean,Primary %,Won,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,Endorsements,value,Progressive
James Smith Jr.,SC,Governor,6/12/18,-15.85,61.810001,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
James Smith Jr.,SC,Governor,6/12/18,-15.85,61.810001,Yes,White,Yes,No,No,No,No,No,No
James Smith Jr.,SC,Governor,6/12/18,-15.85,61.810001,Yes,White,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
James Smith Jr.,SC,Governor,6/12/18,-15.85,61.810001,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
James Thompson,KS,Representative,8/7/18,-29.309998999999998,65.300003,Yes,White,Yes,No,No,No,No,No,No
James Thompson,KS,Representative,8/7/18,-29.309998999999998,65.300003,Yes,White,Yes,No,No,No,Sanders Endorsed?,Yes,No
James Thompson,KS,Representative,8/7/18,-29.309998999999998,65.300003,Yes,White,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
James Thompson,KS,Representative,8/7/18,-29.309998999999998,65.300003,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
James Thompson,KS,Representative,8/7/18,-29.309998999999998,65.300003,Yes,White,Yes,No,No,No,Our Revolution Endorsed?,Yes,Yes
James Vandermaas,ID,Representative,5/15/18,-39.43,15.8,No,White,No,No,No,No,No,No,No
Jamie McLeod-Skinner,OR,Representative,5/15/18,-21.68,42.82,Yes,White,No,Yes,Yes,No,Indivisible Endorsed?,Yes,No
Jamie McLeod-Skinner,OR,Representative,5/15/18,-21.68,42.82,Yes,White,No,Yes,Yes,No,No,No,No
Jamie Schoolcraft,MO,Representative,8/7/18,-46.130001,40.599998,Yes,White,Yes,No,Yes,No,No,No,No
Jamie Schoolcraft,MO,Representative,8/7/18,-46.130001,40.599998,Yes,White,Yes,No,Yes,No,Justice Dems Endorsed?,Yes,Yes
Jamie Schoolcraft,MO,Representative,8/7/18,-46.130001,40.599998,Yes,White,Yes,No,Yes,No,Guns Sense Candidate?,Yes,No
Jan McDowell,TX,Representative,3/6/18,-12.78,52.470001,Yes,White,No,No,No,No,No,No,No
Jan McDowell,TX,Representative,3/6/18,-12.78,52.470001,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jana Lynne Sanchez,TX,Representative,3/6/18,-16.030001000000002,36.900002,Yes,Nonwhite,No,No,No,No,No,No,No
Jane Raybould,NE,Senator,5/15/18,-26.76,63.68,Yes,,No,No,Yes,No,No,No,No
Janet Everhard,OH,Representative,5/8/18,-17.360001,34.400002,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Janet Everhard,OH,Representative,5/8/18,-17.360001,34.400002,No,,No,No,No,No,No,No,No
Janet Garrett,OH,Representative,5/8/18,-31.23,83.849998,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Janet Garrett,OH,Representative,5/8/18,-31.23,83.849998,Yes,,No,No,No,No,No,No,No
Janet T. Mills,ME,Governor,6/12/18,3.51,33.09,Yes,White,No,No,Yes,No,No,No,No
Janet T. Mills,ME,Governor,6/12/18,3.51,33.09,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Janice Hagerman,WV,Representative,5/8/18,-47.48,7.2399998,No,White,No,No,No,No,No,No,No
Jared Golden,ME,Representative,6/12/18,-8.130000099999998,46.419998,Yes,,Yes,No,Yes,No,No,No,No
Jared Golden,ME,Representative,6/12/18,-8.130000099999998,46.419998,Yes,,Yes,No,Yes,No,VoteVets Endorsed?,Yes,No
Jared Henderson,AR,Governor,5/22/18,-28.639999,63.299999,Yes,White,No,No,No,No,No,No,No
Jared Pettinato,MT,Representative,6/5/18,-21.41,2.21,No,,No,No,No,No,No,No,No
Jared Polis,CO,Governor,6/26/18,2.49,44.43,Yes,White,No,Yes,Yes,Yes,No,No,No
Jason Crow,CO,Representative,6/26/18,5.420000099999999,65.940002,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Jason Crow,CO,Representative,6/26/18,5.420000099999999,65.940002,Yes,White,Yes,No,No,No,No,No,No
Jason Crow,CO,Representative,6/26/18,5.420000099999999,65.940002,Yes,White,Yes,No,No,No,Party Support?,Yes,No
Jason Nichols,OK,Representative,6/26/18,-49.009997999999996,37.880001,Yes,Nonwhite,No,No,Yes,No,No,No,No
Jason Rittereiser,WA,Representative,8/7/18,0.12,,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jason Rittereiser,WA,Representative,8/7/18,0.12,,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Jason Rittereiser,WA,Representative,8/7/18,0.12,,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jason Rittereiser,WA,Representative,8/7/18,0.12,,No,White,No,No,No,No,No,No,No
Jason Westin,TX,Representative,3/6/18,-6.809999900000001,19.16,No,White,No,No,No,No,No,No,No
Jay Hulings,TX,Representative,3/6/18,-0.63,14.98,No,Nonwhite,No,No,No,No,No,No,No
Jay Sidie,KS,Representative,8/7/18,-4.0100002,2.9000001,No,White,No,No,No,No,No,No,No
Jeannine Lee Lake,IN,Representative,5/8/18,-38.529999,38.299999,Yes,Nonwhite,No,No,No,No,No,No,No
Jeff Apodaca,NM,Governor,6/5/18,6.1599998,22.16,No,Nonwhite,No,No,No,Yes,No,No,No
Jeff Beals,NY,Representative,6/26/18,-6.079999900000001,13.18,No,,No,No,No,No,No,No,No
Jeff Beals,NY,Representative,6/26/18,-6.079999900000001,13.18,No,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jeff Van Drew,NJ,Representative,6/5/18,-3.96,55.400002,Yes,White,No,No,Yes,No,No,No,No
Jeff Van Drew,NJ,Representative,6/5/18,-3.96,55.400002,Yes,White,No,No,Yes,No,Party Support?,Yes,No
Jeffrey Payne,TX,Governor,3/6/18,-13.23,4.75,No,White,No,Yes,No,No,No,No,No
Jennie Lou Leeder,TX,Representative,3/6/18,-61.459998999999996,82.910004,Yes,White,No,No,No,No,No,No,No
Jennifer Lewis,VA,Representative,6/12/18,-25.959999,47.669998,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jennifer Lewis,VA,Representative,6/12/18,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,No
Jennifer Lewis,VA,Representative,6/12/18,-25.959999,47.669998,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jennifer Neahring,OR,Representative,5/15/18,-21.68,23.68,No,Nonwhite,No,No,No,No,No,No,No
Jennifer Wexton,VA,Representative,6/12/18,4.6900001,41.889998999999996,Yes,White,No,No,Yes,No,No,No,No
Jennifer Wexton,VA,Representative,6/12/18,4.6900001,41.889998999999996,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Jennifer Zordani,IL,Representative,3/20/18,0.67000002,4.099999899999999,No,White,No,No,No,No,No,No,No
Jenny Marshall,NC,Representative,5/8/18,-19.280001000000002,45.599998,No,White,No,No,No,No,No,No,No
Jenny Marshall,NC,Representative,5/8/18,-19.280001000000002,45.599998,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jenny Marshall,NC,Representative,5/8/18,-19.280001000000002,45.599998,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jenny Wilson,UT,Senator,6/26/18,-28.1,100.0,Yes,White,No,No,Yes,No,No,No,No
Jensen Bohren,MS,Senator,6/5/18,-18.780001000000002,3.21,No,,No,No,No,No,No,No,No
Jeramey Anderson,MS,Representative,6/5/18,-42.529999,100.0,Yes,Nonwhite,No,No,Yes,No,No,No,No
Jeramey Anderson,MS,Representative,6/5/18,-42.529999,100.0,Yes,Nonwhite,No,No,Yes,No,Indivisible Endorsed?,Yes,No
Jerome Tilghman,TX,Representative,3/6/18,35.419998,2.97,No,Nonwhite,Yes,No,No,No,No,No,No
Jerone Garland,MS,Senator,6/5/18,-18.780001000000002,4.8499999,No,Nonwhite,No,No,No,No,No,No,No
Jerry Hilliard,MI,Representative,8/7/18,-23.129998999999998,66.400002,Yes,White,No,No,No,No,No,No,No
Jess Phoenix,CA,Representative,6/5/18,2.02,13.24,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jess Phoenix,CA,Representative,6/5/18,2.02,13.24,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jess Phoenix,CA,Representative,6/5/18,2.02,13.24,No,White,No,No,No,No,No,No,No
Jesse Colvin,MD,Representative,6/26/18,-29.66,38.0,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Jesse Colvin,MD,Representative,6/26/18,-29.66,38.0,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Jesse Colvin,MD,Representative,6/26/18,-29.66,38.0,Yes,White,Yes,No,No,No,No,No,No
Jesse Hurley,NV,Representative,6/12/18,-13.78,8.04,No,,No,No,No,No,No,No,No
Jesse Sbaih,NV,Senator,6/12/18,0.94999999,3.1700001,No,Nonwhite,No,No,No,Yes,Our Revolution Endorsed?,Yes,Yes
Jesse Sbaih,NV,Senator,6/12/18,0.94999999,3.1700001,No,Nonwhite,No,No,No,Yes,No,No,No
Jessica Holcombe,CA,Representative,6/5/18,-21.379998999999998,28.540001,No,White,No,No,No,No,No,No,No
Jessica King,PA,Representative,5/15/18,-27.51,100.0,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jessica King,PA,Representative,5/15/18,-27.51,100.0,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jessica King,PA,Representative,5/15/18,-27.51,100.0,Yes,White,No,No,No,No,Sanders Endorsed?,Yes,No
Jessica King,PA,Representative,5/15/18,-27.51,100.0,Yes,White,No,No,No,No,WFP Endorsed?,Yes,No
Jessica King,PA,Representative,5/15/18,-27.51,100.0,Yes,White,No,No,No,No,No,No,No
Jessica McClure,NE,Representative,5/15/18,-22.66,66.099998,Yes,,No,No,No,No,No,No,No
Jessica McClure,NE,Representative,5/15/18,-22.66,66.099998,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Jessica Morse,CA,Representative,6/5/18,-18.16,49.099998,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jessica Morse,CA,Representative,6/5/18,-18.16,49.099998,Yes,White,No,No,No,No,No,No,No
Jessica Morse,CA,Representative,6/5/18,-18.16,49.099998,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Jesus Garcia,IL,Representative,3/20/18,65.089996,66.199997,Yes,Nonwhite,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Jesus Garcia,IL,Representative,3/20/18,65.089996,66.199997,Yes,Nonwhite,No,No,Yes,No,Sanders Endorsed?,Yes,No
Jesus Garcia,IL,Representative,3/20/18,65.089996,66.199997,Yes,Nonwhite,No,No,Yes,No,No,No,No
Jill Schiller,OH,Representative,5/8/18,-17.360001,54.200001,Yes,,No,No,No,No,No,No,No
Jill Schiller,OH,Representative,5/8/18,-17.360001,54.200001,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Jim Crary,OR,Representative,5/15/18,-21.68,11.44,No,,Yes,No,No,No,No,No,No
Jim Gray,KY,Representative,5/22/18,-17.41,40.509997999999996,No,White,No,Yes,Yes,No,No,No,No
Jim Keady,NJ,Representative,6/5/18,-16.01,42.799999,No,White,No,No,Yes,No,No,No,No
Jim Keady,NJ,Representative,6/5/18,-16.01,42.799999,No,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Jim Keady,NJ,Representative,6/5/18,-16.01,42.799999,No,White,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Jim Pruett,IN,Representative,5/8/18,-38.529999,25.799999,No,White,No,No,No,No,No,No,No
Jim Shea (Maryland),MD,Governor,6/26/18,23.799999,8.300000200000001,No,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Jim Shea (Maryland),MD,Governor,6/26/18,23.799999,8.300000200000001,No,White,No,No,No,Yes,No,No,No
Jim Walz,IL,Representative,3/20/18,-7.96,10.0,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jim Walz,IL,Representative,3/20/18,-7.96,10.0,No,White,No,No,No,No,No,No,No
Jimmy Darnell Jones,TX,Representative,3/6/18,-16.33,22.08,No,Nonwhite,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jimmy Darnell Jones,TX,Representative,3/6/18,-16.33,22.08,No,Nonwhite,Yes,No,No,No,No,No,No
Joe Cunningham,SC,Representative,6/12/18,-16.879998999999998,71.5,Yes,White,No,No,No,No,No,No,No
Joe Hoeffel,PA,Representative,5/15/18,15.27,10.96,No,White,No,No,Yes,No,No,No,No
Joe Mackey,IN,Representative,5/8/18,-34.110001000000004,16.1,No,White,No,No,No,No,No,No,No
Joe Mumbach,TX,Governor,3/6/18,-13.23,1.36,No,White,No,No,No,No,No,No,No
Joe Neguse,CO,Representative,6/26/18,18.040001,65.82,Yes,Nonwhite,No,No,No,No,No,No,No
John Anzalone,NV,Representative,6/12/18,3.8199998999999996,5.8000002,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Anzalone,NV,Representative,6/12/18,3.8199998999999996,5.8000002,No,,No,No,No,No,No,No,No
John Biggan,TX,Representative,3/6/18,-12.78,21.52,No,White,No,No,No,No,No,No,No
John Boatner Jr.,TN,Representative,8/2/18,-37.560001,49.580002,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
John Boatner Jr.,TN,Representative,8/2/18,-37.560001,49.580002,No,White,No,No,No,No,No,No,No
John Bonaventura,NV,Governor,6/12/18,0.94999999,2.99,No,,No,No,Yes,No,No,No,No
John Carrillo,TX,Representative,3/6/18,35.419998,1.55,No,Nonwhite,No,No,No,No,No,No,No
John Chiang,CA,Governor,6/5/18,25.83,15.08,No,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
John Chiang,CA,Governor,6/5/18,25.83,15.08,No,Nonwhite,No,No,Yes,No,No,No,No
John Duncan,TX,Representative,3/6/18,-16.030001000000002,13.52,No,White,No,Yes,No,No,No,No,No
John Farmer de la Torre,MO,Representative,8/7/18,-46.130001,21.700001,No,Nonwhite,No,No,No,No,No,No,No
John Heenan,MT,Representative,6/5/18,-21.41,31.709999,No,,No,No,No,Yes,Justice Dems Endorsed?,Yes,Yes
John Heenan,MT,Representative,6/5/18,-21.41,31.709999,No,,No,No,No,Yes,No,No,No
John Heenan,MT,Representative,6/5/18,-21.41,31.709999,No,,No,No,No,Yes,Our Revolution Endorsed?,Yes,Yes
John Hosta,IL,Representative,3/20/18,-7.96,5.0,No,White,No,No,No,No,No,No,No
John Messmer,MO,Representative,8/7/18,-14.18,9.6999998,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
John Messmer,MO,Representative,8/7/18,-14.18,9.6999998,No,White,No,No,No,No,No,No,No
John Meyer,MT,Representative,6/5/18,-21.41,3.3399998999999996,No,,No,No,No,No,No,No,No
John Meyer,MT,Representative,6/5/18,-21.41,3.3399998999999996,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Michael Galbraith,OH,Representative,5/8/18,-23.809998999999998,73.199997,Yes,,No,No,No,No,No,No,No
John Morganelli,PA,Representative,5/15/18,0.07,30.15,No,White,No,No,Yes,No,No,No,No
John Norris,IA,Governor,6/5/18,-8.1400003,11.44,No,White,No,No,No,No,No,No,No
John Paschen,IA,Representative,6/5/18,-25.110001,16.719998999999998,No,White,No,No,No,No,No,No,No
John Peters,OH,Representative,5/8/18,-13.63,1.49,No,,No,No,No,No,No,No,No
John Petroff,IN,Representative,5/8/18,-23.43,1.5,No,White,No,No,No,No,No,No,No
John Roberson,IN,Representative,5/8/18,-35.48,10.2,No,Nonwhite,Yes,No,No,No,No,No,No
John Russell,OH,Representative,5/8/18,-13.63,16.700001,No,,No,No,No,No,No,No,No
John Russell,OH,Representative,5/8/18,-13.63,16.27,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Russell,OH,Representative,5/8/18,-13.63,16.700001,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Russell,OH,Representative,5/8/18,-13.63,16.27,No,,No,No,No,No,No,No,No
John Russell,OH,Representative,5/8/18,-13.63,16.700001,No,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
John Russell,OH,Representative,5/8/18,-13.63,16.27,No,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
John Suddarth,VA,Representative,6/12/18,-14.81,27.129998999999998,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
John Suddarth,VA,Representative,6/12/18,-14.81,27.129998999999998,No,White,Yes,No,No,No,No,No,No
John Wilson,OH,Representative,5/8/18,-17.030001000000002,4.48,No,,No,No,No,No,No,No,No
John Wolfe,TN,Senator,8/2/18,-27.139999,3.21,No,White,No,No,No,No,No,No,No
Jon Powell,TX,Representative,3/6/18,-49.509997999999996,28.0,No,White,No,No,Yes,No,No,No,No
Jonathan Dunkley,AR,Representative,5/22/18,-13.51,9.340000199999999,No,Nonwhite,No,No,No,No,No,No,No
Jonathan Ebel,IL,Representative,3/20/18,-6.73,13.3,No,White,Yes,No,No,No,No,No,No
Joseph Cervantes,NM,Governor,6/5/18,6.1599998,11.47,No,Nonwhite,No,No,Yes,Yes,No,No,No
Joseph Kopser,TX,Representative,3/6/18,-15.51,29.030001000000002,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Joseph Kopser,TX,Representative,3/6/18,-15.51,29.030001000000002,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Joseph Kopser,TX,Representative,3/6/18,-15.51,29.030001000000002,Yes,White,Yes,No,No,No,No,No,No
Joseph Morelle,NY,Representative,6/26/18,14.62,45.290001000000004,Yes,,No,No,Yes,No,No,No,No
Joseph Morelle,NY,Representative,6/26/18,14.62,45.290001000000004,Yes,,No,No,Yes,No,WFP Endorsed?,Yes,No
Joseph Morelle,NY,Representative,6/26/18,14.62,45.290001000000004,Yes,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Joseph Schenkenfelder,TN,Representative,8/2/18,-38.18,4.5100002,No,,,,,No,No,No,No
Joseph Schiavoni,OH,Governor,5/8/18,-7.889999900000001,9.1700001,No,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Joseph Schiavoni,OH,Governor,5/8/18,-7.889999900000001,9.1700001,No,,No,No,Yes,No,No,No,No
Josh Butner,CA,Representative,6/5/18,-19.48,35.509997999999996,No,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Josh Butner,CA,Representative,6/5/18,-19.48,35.509997999999996,No,White,Yes,No,No,No,No,No,No
Josh Harder,CA,Representative,6/5/18,0.62,35.57,Yes,White,No,No,No,No,No,No,No
Josh Harder,CA,Representative,6/5/18,0.62,35.57,Yes,White,No,No,No,No,Party Support?,Yes,No
Josh Harder,CA,Representative,6/5/18,0.62,35.57,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Josh Imhoff,TX,Representative,3/6/18,-12.78,6.02,No,White,No,No,No,No,No,No,No
Josh McCall,GA,Representative,5/22/18,-60.810001,52.73,Yes,White,No,No,No,No,No,No,No
Josh McCall,GA,Representative,5/22/18,-60.810001,52.73,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Josh Welle,NJ,Representative,6/5/18,-16.01,57.200001,Yes,,Yes,No,No,No,No,No,No
Joshua Butler,TX,Representative,3/6/18,-6.809999900000001,3.77,No,Nonwhite,No,No,No,No,No,No,No
Joshua Mahony,AR,Representative,5/22/18,-34.560001,100.0,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Joshua Mahony,AR,Representative,5/22/18,-34.560001,100.0,Yes,White,No,No,No,No,No,No,No
Joshua Svaty,KS,Governor,8/7/18,-23.41,17.799999,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Joshua Svaty,KS,Governor,8/7/18,-23.41,17.799999,No,White,No,No,No,No,No,No,No
Joshua Williams,TN,Representative,8/2/18,-38.18,23.08,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Joshua Williams,TN,Representative,8/2/18,-38.18,23.08,No,White,No,No,No,No,No,No,No
Joshua Williamson,IN,Representative,5/8/18,-38.529999,7.3000002,No,White,No,No,No,No,No,No,No
Juan Bribiesca,CA,Governor,6/5/18,25.83,0.40000001,No,Nonwhite,No,No,No,No,No,No,No
Juanita Perez Williams,NY,Representative,6/26/18,4.139999899999999,37.23,No,Nonwhite,Yes,No,No,No,No,No,No
Juanita Perez Williams,NY,Representative,6/26/18,4.139999899999999,37.23,No,Nonwhite,Yes,No,No,No,Party Support?,Yes,No
Juanita Perez Williams,NY,Representative,6/26/18,4.139999899999999,37.23,No,Nonwhite,Yes,No,No,No,Emily Endorsed?,Yes,No
Juanita Perez Williams,NY,Representative,6/26/18,4.139999899999999,37.23,No,Nonwhite,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Juanita Perez Williams,NY,Representative,6/26/18,4.139999899999999,37.23,No,Nonwhite,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Judy Canales,TX,Representative,3/6/18,-0.63,16.99,No,Nonwhite,No,No,No,No,No,No,No
Judy Herschel,PA,Representative,5/15/18,-36.009997999999996,49.610001000000004,No,White,No,No,No,No,No,No,No
Julia Biggins,VA,Representative,6/12/18,4.6900001,2.8299999,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Julia Biggins,VA,Representative,6/12/18,4.6900001,2.8299999,No,White,No,No,No,No,No,No,No
Julia Biggins,VA,Representative,6/12/18,4.6900001,2.8299999,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Julia Peacock,CA,Representative,6/5/18,-15.31,76.019997,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Julia Peacock,CA,Representative,6/5/18,-15.31,76.019997,Yes,White,No,No,No,No,No,No,No
Julia Peacock,CA,Representative,6/5/18,-15.31,76.019997,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Julie Oliver,TX,Representative,3/6/18,-19.23,26.440001000000002,Yes,White,No,No,No,No,No,No,No
Julie Oliver,TX,Representative,3/6/18,-19.23,26.440001000000002,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Junius Rodriguez,IL,Representative,3/20/18,-28.83,41.700001,Yes,White,No,No,No,No,No,No,No
Justin Kanew,TN,Representative,8/2/18,-40.209998999999996,62.110001000000004,Yes,White,No,No,No,No,No,No,No
Justin Kanew,TN,Representative,8/2/18,-40.209998999999996,62.110001000000004,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Justin Kanew,TN,Representative,8/2/18,-40.209998999999996,62.110001000000004,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Justin Santopietro,VA,Representative,6/12/18,-40.709998999999996,21.360001,No,White,No,No,No,No,No,No,No
Justin Snider,TX,Representative,3/6/18,-16.030001000000002,6.849999900000001,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Justin Snider,TX,Representative,3/6/18,-16.030001000000002,6.849999900000001,No,White,No,No,No,No,No,No,No
K. Lave,IN,Representative,5/8/18,-38.529999,1.9,No,White,No,No,No,No,No,No,No
Kara Eastman,NE,Representative,5/15/18,-5.98,51.639998999999996,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Kara Eastman,NE,Representative,5/15/18,-5.98,51.639998999999996,Yes,,No,No,No,No,WFP Endorsed?,Yes,No
Kara Eastman,NE,Representative,5/15/18,-5.98,51.639998999999996,Yes,,No,No,No,No,No,No,No
Kara Eastman,NE,Representative,5/15/18,-5.98,51.639998999999996,Yes,,No,No,No,No,PCCC Endorsed?,Yes,Yes
Kara Eastman,NE,Representative,5/15/18,-5.98,51.639998999999996,Yes,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Karen Mallard,VA,Representative,6/12/18,-5.6599998,37.669998,No,White,No,No,No,No,WFP Endorsed?,Yes,No
Karen Mallard,VA,Representative,6/12/18,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No
Karen Mallard,VA,Representative,6/12/18,-5.6599998,37.669998,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Karen McCormick,CO,Representative,6/26/18,-24.68,64.629997,Yes,White,No,No,No,No,No,No,No
Karl Dean,TN,Governor,8/2/18,-27.139999,75.139999,Yes,White,No,No,Yes,Yes,No,No,No
Karl Hanlon,CO,Representative,6/26/18,-13.03,27.68,No,White,No,No,No,No,No,No,No
Kate Browning,NY,Representative,6/26/18,-11.63,30.32,No,White,No,No,Yes,No,No,No,No
Kathi Thomas,TX,Representative,3/6/18,-19.23,21.16,No,White,No,No,No,No,No,No,No
Kathleen Allen,GA,Representative,5/22/18,-12.73,11.02,No,White,No,No,No,No,No,No,No
Kathleen Allen,GA,Representative,5/22/18,-12.73,11.02,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Kathleen Williams,MT,Representative,6/5/18,-21.41,33.52,Yes,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Kathleen Williams,MT,Representative,6/5/18,-21.41,33.52,Yes,,No,No,Yes,No,No,No,No
Kathy Ellis,MO,Representative,8/7/18,-51.810001,100.0,Yes,White,No,No,No,No,No,No,No
Kathy Manning,NC,Representative,5/8/18,-11.28,70.139999,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Kathy Manning,NC,Representative,5/8/18,-11.28,70.139999,Yes,White,No,No,No,No,Party Support?,Yes,No
Kathy Manning,NC,Representative,5/8/18,-11.28,70.139999,Yes,White,No,No,No,No,No,No,No
Katie Hill,CA,Representative,6/5/18,2.02,42.970001,Yes,White,No,Yes,No,No,No,No,No
Katie Hill,CA,Representative,6/5/18,2.02,42.970001,Yes,White,No,Yes,No,No,Guns Sense Candidate?,Yes,No
Katie Hill,CA,Representative,6/5/18,2.02,42.970001,Yes,White,No,Yes,No,No,Emily Endorsed?,Yes,No
Katie Hill,CA,Representative,6/5/18,2.02,42.970001,Yes,White,No,Yes,No,No,Party Support?,Yes,No
Katie Porter,CA,Representative,6/5/18,-1.4299998999999999,44.040001000000004,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Katie Porter,CA,Representative,6/5/18,-1.4299998999999999,44.040001000000004,Yes,White,No,No,No,No,Party Support?,Yes,No
Katie Porter,CA,Representative,6/5/18,-1.4299998999999999,44.040001000000004,Yes,White,No,No,No,No,PCCC Endorsed?,Yes,Yes
Katie Porter,CA,Representative,6/5/18,-1.4299998999999999,44.040001000000004,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Katie Porter,CA,Representative,6/5/18,-1.4299998999999999,44.040001000000004,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Katie Porter,CA,Representative,6/5/18,-1.4299998999999999,44.040001000000004,Yes,White,No,No,No,No,No,No,No
Katie Wilson,NY,Representative,6/26/18,-11.43,11.68,No,,No,No,No,No,WFP Endorsed?,Yes,No
Katie Wilson,NY,Representative,6/26/18,-11.43,11.68,No,,No,No,No,No,No,No,No
Katy Geppert,MO,Representative,8/7/18,-38.259997999999996,100.0,Yes,White,No,No,No,No,No,No,No
Katy Geppert,MO,Representative,8/7/18,-38.259997999999996,100.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Kelly Mazeski,IL,Representative,3/20/18,0.67000002,26.799999,No,White,No,No,No,No,Emily Endorsed?,Yes,No
Kelly Mazeski,IL,Representative,3/20/18,0.67000002,26.799999,No,White,No,No,No,No,No,No,No
Ken Harbaugh,OH,Representative,5/8/18,-27.18,80.199997,Yes,,Yes,No,No,No,Party Support?,Yes,No
Ken Harbaugh,OH,Representative,5/8/18,-27.18,80.199997,Yes,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Ken Harbaugh,OH,Representative,5/8/18,-27.18,80.199997,Yes,,Yes,No,No,No,No,No,No
