Candidate,State,Office Type,Date,Partisan Lean,Primary %,Won,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,Endorsements,value,Progressive
Ken Romley,NC,Representative,5/8/18,-12.98,32.299999,No,White,No,No,No,Yes,No,No,No
Ken Romley,NC,Representative,5/8/18,-12.98,32.299999,No,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Kendra Fershee,WV,Representative,5/8/18,-40.41,47.240002000000004,Yes,White,No,No,No,No,No,No,No
Kendra Horn,OK,Representative,6/26/18,-17.18,43.84,Yes,,No,No,No,No,No,No,No
Kenneth Hatfield,MO,Representative,8/7/18,-46.130001,22.299999,No,,,,,No,No,No,No
Kenneth Stepp,KY,Representative,5/22/18,-62.060001,58.689999,Yes,White,Yes,No,No,No,No,No,No
Kent Lester,TX,Representative,3/6/18,-17.379998999999998,10.32,No,White,Yes,No,No,No,No,No,No
Kevin Abel,GA,Representative,5/22/18,-9.4799995,30.540001,No,White,No,No,No,No,No,No,No
Kevin Gaither,IL,Representative,3/20/18,-44.630001,62.099998,Yes,White,No,No,No,No,No,No,No
Kevin Nelson,TX,Representative,3/6/18,-14.43,4.1199999,No,White,No,No,No,No,No,No,No
Kia Hamadanchy,CA,Representative,6/5/18,-1.4299998999999999,4.150000100000001,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Kia Hamadanchy,CA,Representative,6/5/18,-1.4299998999999999,4.150000100000001,No,Nonwhite,No,No,No,No,No,No,No
Kia Hamadanchy,CA,Representative,6/5/18,-1.4299998999999999,4.150000100000001,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Kim Schrier,WA,Representative,8/7/18,0.12,,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Kim Schrier,WA,Representative,8/7/18,0.12,,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Kim Schrier,WA,Representative,8/7/18,0.12,,Yes,White,No,No,No,No,No,No,No
Kimberly Bizon,MI,Representative,8/7/18,-29.58,41.099998,Yes,White,No,No,No,No,No,No,No
Klement Tinaj,CA,Governor,6/5/18,25.83,0.12,No,Nonwhite,No,No,No,No,No,No,No
Krishanti Vignarajah,MD,Governor,6/26/18,23.799999,8.199999799999999,No,Nonwhite,No,No,No,No,No,No,No
Krishanti Vignarajah,MD,Governor,6/26/18,23.799999,8.199999799999999,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Kurt Weiland,UT,Representative,6/26/18,-37.259997999999996,43.150002,No,White,Yes,No,No,No,No,No,No
Kurtis Wilson,CA,Representative,6/5/18,-25.379998999999998,4.8400002,No,Nonwhite,No,No,No,No,No,No,No
Kyle Brenden Moore,IN,Representative,5/8/18,-15.58,23.700001,No,Nonwhite,No,No,No,No,No,No,No
Kyle Horton,NC,Representative,5/8/18,-18.98,67.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Kyle Horton,NC,Representative,5/8/18,-18.98,67.0,Yes,White,No,No,No,No,No,No,No
Lander Bethel,TX,Representative,3/6/18,-55.029999,31.379998999999998,No,White,No,No,No,No,No,No,No
Lane Siekman,IN,Representative,5/8/18,-38.529999,15.6,No,White,No,No,No,No,No,No,No
Larry Arata,PA,Representative,5/15/18,25.540001,1.52,No,White,No,No,No,No,No,No,No
Larry Ealy,OH,Governor,5/8/18,-7.889999900000001,1.02,No,Nonwhite,No,No,No,No,No,No,No
Larry Marvin,NE,Senator,5/15/18,-26.76,4.7399998,No,,Yes,No,No,No,No,No,No
Laura Kelly,KS,Governor,8/7/18,-23.41,51.400002,Yes,White,No,No,Yes,No,No,No,No
Laura Kelly,KS,Governor,8/7/18,-23.41,51.400002,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Laura Lombard,KS,Representative,8/7/18,-29.309998999999998,34.700001,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Laura Lombard,KS,Representative,8/7/18,-29.309998999999998,34.700001,No,White,No,No,No,No,No,No,No
Laura Moser,TX,Representative,3/6/18,-6.809999900000001,24.34,No,White,No,No,No,No,No,No,No
Laura Moser,TX,Representative,3/6/18,-6.809999900000001,24.34,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Laura Moser,TX,Representative,3/6/18,-6.809999900000001,24.34,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Laura Moser,TX,Representative,3/6/18,-6.809999900000001,24.34,No,White,No,No,No,No,WFP Endorsed?,Yes,No
Laura Oatman,CA,Representative,6/5/18,-4.1799998,3.01,No,White,No,No,No,No,No,No,No
Laura Oatman,CA,Representative,6/5/18,-4.1799998,3.01,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Laura Quick,PA,Representative,5/15/18,-32.029999,28.16,No,White,No,No,No,No,No,No,No
Laura Quick,PA,Representative,5/15/18,-32.029999,28.16,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lauren Underwood,IL,Representative,3/20/18,-7.96,57.299999,Yes,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Lauren Underwood,IL,Representative,3/20/18,-7.96,57.299999,Yes,Nonwhite,No,No,No,No,Party Support?,Yes,No
Lauren Underwood,IL,Representative,3/20/18,-7.96,57.299999,Yes,Nonwhite,No,No,No,No,Emily Endorsed?,Yes,No
Lauren Underwood,IL,Representative,3/20/18,-7.96,57.299999,Yes,Nonwhite,No,No,No,No,No,No,No
Leann Jacobsen,IA,Representative,6/5/18,-25.110001,31.92,No,White,No,No,Yes,No,No,No,No
Lee Auman,AL,Representative,6/5/18,-62.48,54.130001,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lee Auman,AL,Representative,6/5/18,-62.48,54.130001,Yes,White,No,No,No,No,No,No,No
Lee Castillo,UT,Representative,6/26/18,-37.259997999999996,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,No
Leona Kelley-Leonard,OK,Representative,6/26/18,-17.18,8.4200001,No,,No,No,No,No,No,No,No
Leslie Cockburn,VA,Representative,6/12/18,-12.51,100.0,Yes,White,No,No,No,No,No,No,No
Leslie Cockburn,VA,Representative,6/12/18,-12.51,100.0,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Leticia Sanders,AR,Governor,5/22/18,-28.639999,36.700001,No,Nonwhite,No,No,No,No,No,No,No
Letitia Plummer,TX,Representative,3/6/18,-14.81,24.290001,No,Nonwhite,No,No,No,No,No,No,No
Letitia Plummer,TX,Representative,3/6/18,-14.81,24.290001,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Levi Tillemann,CO,Representative,6/26/18,5.420000099999999,34.060001,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Levi Tillemann,CO,Representative,6/26/18,5.420000099999999,34.060001,No,White,No,No,No,No,No,No,No
Levii Shocklee,TX,Representative,3/6/18,-16.030001000000002,5.7800002,No,White,Yes,No,No,No,No,No,No
Levy Barnes Jr.,TX,Representative,3/6/18,-22.33,20.17,No,Nonwhite,No,No,No,No,No,No,No
Lillian Salerno,TX,Representative,3/6/18,-4.98,18.35,No,White,No,No,No,No,Emily Endorsed?,Yes,No
Lillian Salerno,TX,Representative,3/6/18,-4.98,18.35,No,White,No,No,No,No,No,No,No
Linda Andrei,NY,Representative,6/26/18,-13.93,15.33,No,,No,No,No,No,No,No,No
Linda Coleman,NC,Representative,5/8/18,-12.98,56.0,Yes,Nonwhite,No,No,Yes,No,No,No,No
Linda Coleman,NC,Representative,5/8/18,-12.98,56.0,Yes,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Lindsey Davis Stover,VA,Representative,6/12/18,4.6900001,16.02,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lindsey Davis Stover,VA,Representative,6/12/18,4.6900001,16.02,No,White,No,No,No,No,No,No,No
Lindy Li,PA,Representative,5/15/18,25.540001,6.98,No,Nonwhite,No,No,No,No,No,No,No
Linsey Fagan,TX,Representative,3/6/18,-31.629998999999998,52.66,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Linsey Fagan,TX,Representative,3/6/18,-31.629998999999998,52.66,Yes,White,No,No,No,No,No,No,No
Linsey Fagan,TX,Representative,3/6/18,-31.629998999999998,52.66,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Lisa Brown,WA,Representative,8/7/18,-14.81,,Yes,White,No,No,Yes,No,Party Support?,Yes,No
Lisa Brown,WA,Representative,8/7/18,-14.81,,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Lisa Brown,WA,Representative,8/7/18,-14.81,,Yes,White,No,No,Yes,No,Indivisible Endorsed?,Yes,No
Lisa Brown,WA,Representative,8/7/18,-14.81,,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Lisa Brown,WA,Representative,8/7/18,-14.81,,Yes,White,No,No,Yes,No,No,No,No
Lisa Ring,GA,Representative,5/22/18,-17.379998999999998,67.540001,Yes,White,No,No,No,No,No,No,No
Lisa Ring,GA,Representative,5/22/18,-17.379998999999998,67.540001,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Lisa Ring,GA,Representative,5/22/18,-17.379998999999998,67.540001,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Lisa Ring,GA,Representative,5/22/18,-17.379998999999998,67.540001,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.2600002,57.98,Yes,,No,No,No,No,Emily Endorsed?,Yes,No
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.2600002,57.98,Yes,,No,No,No,No,No,No,No
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.2600002,57.98,Yes,,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.2600002,57.98,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.2600002,57.98,Yes,,No,No,No,No,Indivisible Endorsed?,Yes,No
Liz Watson,IN,Representative,5/8/18,-26.83,66.400002,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Liz Watson,IN,Representative,5/8/18,-26.83,66.400002,Yes,White,No,No,No,No,No,No,No
Liz Watson,IN,Representative,5/8/18,-26.83,66.400002,Yes,White,No,No,No,No,PCCC Endorsed?,Yes,Yes
Liz Watson,IN,Representative,5/8/18,-26.83,66.400002,Yes,White,No,No,No,No,WFP Endorsed?,Yes,No
Lizzetta Hill McConnell,AL,Representative,6/5/18,-30.68,19.23,No,Nonwhite,No,No,No,No,No,No,No
Lizzie Pannill Fletcher,TX,Representative,3/6/18,-6.809999900000001,29.360001,Yes,White,No,No,No,No,No,No,No
Lizzie Pannill Fletcher,TX,Representative,3/6/18,-6.809999900000001,29.360001,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Lorie Burch,TX,Representative,3/6/18,-20.709999,49.610001000000004,Yes,White,No,Yes,No,No,Justice Dems Endorsed?,Yes,Yes
Lorie Burch,TX,Representative,3/6/18,-20.709999,49.610001000000004,Yes,White,No,Yes,No,No,No,No,No
Lucas St. Clair,ME,Representative,6/12/18,-8.130000099999998,39.240002000000004,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Lucas St. Clair,ME,Representative,6/12/18,-8.130000099999998,39.240002000000004,No,,No,No,No,No,No,No,No
Lucy McBath,GA,Representative,5/22/18,-9.4799995,36.27,Yes,Nonwhite,No,No,No,No,No,No,No
Lucy McBath,GA,Representative,5/22/18,-9.4799995,36.27,Yes,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Lucy McBath,GA,Representative,5/22/18,-9.4799995,36.27,Yes,Nonwhite,No,No,No,No,Emily Endorsed?,Yes,No
Lupe Valdez,TX,Governor,3/6/18,-13.23,42.91,Yes,Nonwhite,Yes,Yes,Yes,No,No,No,No
Lynda Moss,MT,Representative,6/5/18,-21.41,5.0599999,No,,No,No,Yes,No,No,No,No
M.J. Hegar,TX,Representative,3/6/18,-17.379998999999998,44.93,Yes,White,Yes,No,No,No,No,No,No
Mac Schneider,ND,Representative,6/12/18,-34.779999,100.0,Yes,,No,No,Yes,No,No,No,No
Madeleine Dean,PA,Representative,5/15/18,15.27,72.559998,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Madeleine Dean,PA,Representative,5/15/18,15.27,72.559998,Yes,White,No,No,Yes,No,No,No,No
Madeleine Dean,PA,Representative,5/15/18,15.27,72.559998,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Madeline Eden,TX,Representative,3/6/18,-14.43,14.27,No,White,No,Yes,No,No,No,No,No
Madeline Hildebrandt,NM,Representative,6/5/18,-11.88,27.379998999999998,No,,Yes,No,No,No,Our Revolution Endorsed?,Yes,Yes
Madeline Hildebrandt,NM,Representative,6/5/18,-11.88,27.379998999999998,No,,Yes,No,No,No,No,No,No
Mai Khanh Tran,CA,Representative,6/5/18,2.99,11.69,No,Nonwhite,No,No,No,Yes,No,No,No
Mai Khanh Tran,CA,Representative,6/5/18,2.99,11.69,No,Nonwhite,No,No,No,Yes,Emily Endorsed?,Yes,No
Mai Khanh Tran,CA,Representative,6/5/18,2.99,11.69,No,Nonwhite,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Mal Hyman,SC,Representative,6/12/18,-19.23,29.700001,No,White,No,No,No,No,No,No,No
Mal Hyman,SC,Representative,6/12/18,-19.23,29.700001,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Mal Hyman,SC,Representative,6/12/18,-19.23,29.700001,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mallory Hagan,AL,Representative,6/5/18,-33.66,65.739998,Yes,White,No,No,No,No,No,No,No
Mallory Hagan,AL,Representative,6/5/18,-33.66,65.739998,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mallory Varner,OK,Representative,6/26/18,-39.130001,18.610001,No,,No,No,No,No,No,No,No
Marc Friedenberg,PA,Representative,5/15/18,-36.009997999999996,50.389998999999996,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Marc Friedenberg,PA,Representative,5/15/18,-36.009997999999996,50.389998999999996,Yes,White,No,No,No,No,No,No,No
Marc Tiegel,NC,Representative,5/8/18,-16.360001,20.9,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Marc Tiegel,NC,Representative,5/8/18,-16.360001,20.9,No,White,No,No,No,No,No,No,No
Margarita Ruiz Johnson,TX,Representative,3/6/18,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,No
Marge Doyle,CA,Representative,6/5/18,-17.33,59.610001000000004,No,White,No,Yes,No,No,No,No,No
Margo Davidson,PA,Representative,5/15/18,25.540001,3.98,No,Nonwhite,No,No,Yes,No,No,No,No
Margo Davidson,PA,Representative,5/15/18,25.540001,3.98,No,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Marguerite Willis,SC,Governor,6/12/18,-15.85,27.549999,No,White,No,No,No,Yes,No,No,No
Mariah Phillips,TN,Representative,8/2/18,-41.48,47.509997999999996,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Mariah Phillips,TN,Representative,8/2/18,-41.48,47.509997999999996,Yes,White,No,No,No,No,No,No,No
Mark Ali,SC,Representative,6/12/18,-19.280001000000002,13.41,No,Nonwhite,No,No,No,No,No,No,No
Mark Dent,OH,Representative,5/8/18,-17.030001000000002,9.380000099999998,No,,Yes,No,No,No,No,No,No
Mark Dion,ME,Governor,6/12/18,3.51,4.1199999,No,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Mark Dion,ME,Governor,6/12/18,3.51,4.1199999,No,White,No,No,Yes,No,No,No,No
Mark Eves,ME,Governor,6/12/18,3.51,14.18,No,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Mark Eves,ME,Governor,6/12/18,3.51,14.18,No,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Mark Eves,ME,Governor,6/12/18,3.51,14.18,No,White,No,No,Yes,No,No,No,No
Mark Gibson,TX,Representative,3/6/18,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,No
Mark Keeter,OK,Representative,6/26/18,-31.959999,8.46,No,,No,No,No,No,No,No,No
Mark Osmack,MO,Representative,8/7/18,-14.18,25.200001,No,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Mark Osmack,MO,Representative,8/7/18,-14.18,25.200001,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Mark Osmack,MO,Representative,8/7/18,-14.18,25.200001,No,White,Yes,No,No,No,No,No,No
Mark Washburne,NJ,Representative,6/5/18,-4.6599998,3.4000001,No,,No,No,No,No,No,No,No
Mark Williams,CO,Representative,6/26/18,18.040001,34.18,No,Nonwhite,Yes,No,No,No,No,No,No
Martin Brook,MI,Representative,8/7/18,7.139999900000001,5.0999999,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Martin Brook,MI,Representative,8/7/18,7.139999900000001,5.0999999,No,White,No,No,No,No,No,No,No
Martin Hash,WA,Representative,8/7/18,-8.510000199999999,,No,White,No,No,No,No,No,No,No
Martin Olsen,TN,Representative,8/2/18,-57.029999,100.0,Yes,White,No,No,No,No,No,No,No
Marty Walters,CA,Representative,6/5/18,-21.379998999999998,20.51,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Marty Walters,CA,Representative,6/5/18,-21.379998999999998,20.51,No,White,No,No,No,No,No,No,No
Mary Brannon,OK,Representative,6/26/18,-39.130001,34.360001000000004,Yes,,No,No,No,No,No,No,No
Mary Gay Scanlon,PA,Representative,5/15/18,25.540001,28.370001000000002,Yes,White,No,No,Yes,No,No,No,No
Mary Geren,SC,Representative,6/12/18,-38.68,69.730003,Yes,White,No,No,No,No,No,No,No
Mary Geren,SC,Representative,6/12/18,-38.68,69.730003,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Mary Helen Barro,CA,Representative,6/5/18,-25.379998999999998,18.200001,No,Nonwhite,No,No,No,No,No,No,No
Mary Pallant,CA,Representative,6/5/18,2.02,5.54,No,White,No,No,No,No,No,No,No
Mary Wilson,TX,Representative,3/6/18,-15.51,30.9,No,White,No,Yes,No,No,Justice Dems Endorsed?,Yes,Yes
Mary Wilson,TX,Representative,3/6/18,-15.51,30.9,No,White,No,Yes,No,No,No,No,No
Mary Wilson,TX,Representative,3/6/18,-15.51,30.9,No,White,No,Yes,No,No,Guns Sense Candidate?,Yes,No
Matt Brolley,IL,Representative,3/20/18,-7.96,13.4,No,White,No,No,Yes,No,No,No,No
Matt Harris,TX,Representative,3/6/18,-14.43,7.320000200000001,No,White,No,No,No,No,No,No,No
Matt Longjohn,MI,Representative,8/7/18,-9.180000300000001,37.299999,Yes,White,No,No,No,No,No,No,No
Matt Longjohn,MI,Representative,8/7/18,-9.180000300000001,37.299999,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Matt Reel,TN,Representative,8/2/18,-40.209998999999996,37.889998999999996,No,White,Yes,No,No,No,No,No,No
Matthew Guyette,OH,Representative,5/8/18,-34.779999,13.63,No,,No,Yes,No,No,No,No,No
Max Della Pia,NY,Representative,6/26/18,-13.93,32.400002,No,,Yes,No,No,No,No,No,No
Max Rose,NY,Representative,6/26/18,-8.8100004,62.650002,Yes,,Yes,No,No,No,No,No,No
Max Rose,NY,Representative,6/26/18,-8.8100004,62.650002,Yes,,Yes,No,No,No,WFP Endorsed?,Yes,No
Max Rose,NY,Representative,6/26/18,-8.8100004,62.650002,Yes,,Yes,No,No,No,Party Support?,Yes,No
Max Rose,NY,Representative,6/26/18,-8.8100004,62.650002,Yes,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Medrick Yhap,TX,Representative,3/6/18,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,No
Mel Hall,IN,Representative,5/8/18,-23.43,41.700001,Yes,White,No,No,No,Yes,No,No,No
Melissa Davis,GA,Representative,5/22/18,-12.73,13.67,No,Nonwhite,No,No,No,No,No,No,No
Merrilee Wineinger,TN,Representative,8/2/18,-49.110001000000004,22.059998999999998,No,White,No,No,No,No,No,No,No
Merrilee Wineinger,TN,Representative,8/2/18,-49.110001000000004,22.059998999999998,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Mezianne Vale Payne,TN,Governor,8/2/18,-27.139999,5.4400001,No,White,No,No,No,No,No,No,No
Michael Aycox,MS,Representative,6/5/18,-26.129998999999998,30.66,No,,Yes,Yes,No,No,No,No,No
Michael Brown,MD,Representative,6/26/18,-29.66,15.0,No,,,,,No,No,No,No
Michael Byrne,OR,Representative,5/15/18,-21.68,4.3000002,No,,No,No,No,No,No,No,No
Michael DeVito Jr.,NY,Representative,6/26/18,-8.8100004,18.42,No,Nonwhite,Yes,No,No,No,No,No,No
Michael Eggman,CA,Representative,6/5/18,0.62,21.34,No,White,No,No,No,No,No,No,No
Michael Evans,MS,Representative,6/5/18,-26.129998999999998,69.339996,Yes,,No,No,Yes,No,No,No,No
Michael Johnston,CO,Governor,6/26/18,2.49,23.57,No,White,No,No,Yes,No,No,No,No
Michael Kotick,CA,Representative,6/5/18,-4.1799998,3.26,No,White,No,No,No,No,No,No,No
Michael McCarthy (Michigan),MI,Representative,8/7/18,-29.58,26.9,No,,,,,No,No,No,No
Michael Milisits,OH,Representative,5/8/18,-8.4799995,7.400000099999999,No,,No,No,No,No,No,No,No
Michael Pullen,MD,Representative,6/26/18,-29.66,12.9,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Michael Pullen,MD,Representative,6/26/18,-29.66,12.9,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Michael Pullen,MD,Representative,6/26/18,-29.66,12.9,No,White,No,No,No,No,No,No,No
Michael Shellenberger,CA,Governor,6/5/18,25.83,0.73000002,No,White,No,No,No,No,No,No,No
Michael Smith,ID,Representative,5/15/18,-39.43,14.5,No,White,Yes,No,No,No,No,No,No
Michael Weiss,NV,Representative,6/12/18,-3.0799999,8.1800003,No,,No,No,No,No,No,No,No
Michelle Lujan Grisham,NM,Governor,6/5/18,6.1599998,66.379997,Yes,Nonwhite,No,No,Yes,No,Emily Endorsed?,Yes,No
Michelle Lujan Grisham,NM,Governor,6/5/18,6.1599998,66.379997,Yes,Nonwhite,No,No,Yes,No,No,No,No
Miguel Levario,TX,Representative,3/6/18,-51.43,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
Mike Barkley,CA,Representative,6/5/18,0.62,4.98,No,White,Yes,No,No,No,No,No,No
Mike Clark,TX,Representative,3/6/18,-17.379998999999998,11.23,No,White,No,No,No,No,No,No,No
Mike Levin,CA,Representative,6/5/18,1.42,34.400002,Yes,White,No,No,No,No,No,No,No
Mike Levin,CA,Representative,6/5/18,1.42,34.400002,Yes,White,No,No,No,No,Party Support?,Yes,No
Mike Levin,CA,Representative,6/5/18,1.42,34.400002,Yes,White,No,No,No,No,PCCC Endorsed?,Yes,Yes
Mike McCamon,KS,Representative,8/7/18,-4.0100002,6.900000099999999,No,White,No,No,No,No,No,No,No
Mike Siegel,TX,Representative,3/6/18,-14.43,40.0,Yes,White,No,No,No,No,No,No,No
Mike Siegel,TX,Representative,3/6/18,-14.43,40.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mike Siegel,TX,Representative,3/6/18,-14.43,40.0,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Mikie Sherrill,NJ,Representative,6/5/18,-4.6599998,77.5,Yes,,Yes,No,No,No,Party Support?,Yes,No
Mikie Sherrill,NJ,Representative,6/5/18,-4.6599998,77.5,Yes,,Yes,No,No,No,Biden Endorsed?,Yes,No
Mikie Sherrill,NJ,Representative,6/5/18,-4.6599998,77.5,Yes,,Yes,No,No,No,No,No,No
Mikie Sherrill,NJ,Representative,6/5/18,-4.6599998,77.5,Yes,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Mikie Sherrill,NJ,Representative,6/5/18,-4.6599998,77.5,Yes,,Yes,No,No,No,Emily Endorsed?,Yes,No
Mitchell Cobert,NJ,Representative,6/5/18,-4.6599998,1.9,No,,No,No,No,No,No,No,No
Molly Sheehan,PA,Representative,5/15/18,25.540001,10.24,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Molly Sheehan,PA,Representative,5/15/18,25.540001,10.24,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Molly Sheehan,PA,Representative,5/15/18,25.540001,10.24,No,White,No,No,No,No,No,No,No
Murray Thibodeaux,OK,Representative,6/26/18,-54.009997999999996,35.16,No,,No,No,No,No,No,No,No
Nadia Hashimi,MD,Representative,6/26/18,11.89,10.4,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Nadia Hashimi,MD,Representative,6/26/18,11.89,10.4,No,Nonwhite,No,No,No,No,No,No,No
Nancy Skinner,MI,Representative,8/7/18,-7.179999799999999,10.4,No,White,No,No,No,No,No,No,No
Nate Boulton,IA,Governor,6/5/18,-8.1400003,4.9699998,No,White,No,No,Yes,No,No,No,No
Nate McMurray,NY,Representative,6/26/18,-24.01,100.0,Yes,White,No,No,Yes,No,No,No,No
Nate McMurray,NY,Representative,6/26/18,-24.01,100.0,Yes,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Nathan Kleinman,NJ,Representative,6/5/18,-3.96,8.6000004,No,,No,No,No,No,No,No,No
Neill Mohammad,IL,Representative,3/20/18,-17.360001,27.200001,No,Nonwhite,No,No,No,No,No,No,No
Norma Chavez,TX,Representative,3/6/18,35.419998,6.6599998,No,Nonwhite,No,No,Yes,No,No,No,No
Norman Quintero,CA,Representative,6/5/18,-15.31,23.98,No,Nonwhite,No,No,No,No,No,No,No
Omar Siddiqui,CA,Representative,6/5/18,-4.1799998,10.81,No,Nonwhite,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Omar Siddiqui,CA,Representative,6/5/18,-4.1799998,10.81,No,Nonwhite,No,No,No,Yes,No,No,No
Omar Vaid,NY,Representative,6/26/18,-8.8100004,8.430000300000001,No,Nonwhite,No,No,No,No,No,No,No
Omeria Scott,MS,Senator,6/5/18,-18.780001000000002,24.200001,No,Nonwhite,No,No,Yes,No,No,No,No
Pat Hackett,IN,Representative,5/8/18,-23.43,28.200001,No,White,No,Yes,No,No,No,No,No
Pat Ryan,NY,Representative,6/26/18,-6.079999900000001,17.719998999999998,No,,Yes,No,No,No,Indivisible Endorsed?,Yes,No
Pat Ryan,NY,Representative,6/26/18,-6.079999900000001,17.719998999999998,No,,Yes,No,No,No,No,No,No
Pat Ryan,NY,Representative,6/26/18,-6.079999900000001,17.719998999999998,No,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Patricia Spearman,NV,Representative,6/12/18,3.8199998999999996,15.24,No,Nonwhite,Yes,Yes,Yes,No,No,No,No
Patricia Spearman,NV,Representative,6/12/18,3.8199998999999996,15.24,No,Nonwhite,Yes,Yes,Yes,No,Guns Sense Candidate?,Yes,No
Patricia Spearman,NV,Representative,6/12/18,3.8199998999999996,15.24,No,Nonwhite,Yes,Yes,Yes,No,VoteVets Endorsed?,Yes,No
Patrick Davis,NM,Representative,6/5/18,13.77,3.8,No,White,No,Yes,Yes,No,Guns Sense Candidate?,Yes,No
Patrick Davis,NM,Representative,6/5/18,13.77,3.8,No,White,No,Yes,Yes,No,No,No,No
Patrick Fogarty,NV,Representative,6/12/18,-13.78,23.83,No,,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Patrick Fogarty,NV,Representative,6/12/18,-13.78,23.83,No,,No,No,No,No,No,No,No
Patrick Fogarty,NV,Representative,6/12/18,-13.78,23.83,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
