Candidate,State,Office Type,Date,Partisan Lean,Primary %,Won,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,Endorsements,value,Progressive
Joe Mackey,IN,Representative,5/8/18,-34.1,16.1,No,White,No,No,No,No,No,No,No
Joe Mumbach,TX,Governor,3/6/18,-13.2,1.4,No,White,No,No,No,No,No,No,No
Joe Neguse,CO,Representative,6/26/18,18.0,65.8,Yes,Nonwhite,No,No,No,No,No,No,No
John Anzalone,NV,Representative,6/12/18,3.8,5.8,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Anzalone,NV,Representative,6/12/18,3.8,5.8,No,,No,No,No,No,No,No,No
John Biggan,TX,Representative,3/6/18,-12.8,21.5,No,White,No,No,No,No,No,No,No
John Boatner Jr.,TN,Representative,8/2/18,-37.6,49.6,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
John Boatner Jr.,TN,Representative,8/2/18,-37.6,49.6,No,White,No,No,No,No,No,No,No
John Bonaventura,NV,Governor,6/12/18,0.9,3.0,No,,No,No,Yes,No,No,No,No
John Carrillo,TX,Representative,3/6/18,35.4,1.6,No,Nonwhite,No,No,No,No,No,No,No
John Chiang,CA,Governor,6/5/18,25.8,15.1,No,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
John Chiang,CA,Governor,6/5/18,25.8,15.1,No,Nonwhite,No,No,Yes,No,No,No,No
John Duncan,TX,Representative,3/6/18,-16.0,13.5,No,White,No,Yes,No,No,No,No,No
John Farmer de la Torre,MO,Representative,8/7/18,-46.1,21.7,No,Nonwhite,No,No,No,No,No,No,No
John Heenan,MT,Representative,6/5/18,-21.4,31.7,No,,No,No,No,Yes,Justice Dems Endorsed?,Yes,Yes
John Heenan,MT,Representative,6/5/18,-21.4,31.7,No,,No,No,No,Yes,No,No,No
John Heenan,MT,Representative,6/5/18,-21.4,31.7,No,,No,No,No,Yes,Our Revolution Endorsed?,Yes,Yes
John Hosta,IL,Representative,3/20/18,-8.0,5.0,No,White,No,No,No,No,No,No,No
John Messmer,MO,Representative,8/7/18,-14.2,9.7,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
John Messmer,MO,Representative,8/7/18,-14.2,9.7,No,White,No,No,No,No,No,No,No
John Meyer,MT,Representative,6/5/18,-21.4,3.3,No,,No,No,No,No,No,No,No
John Meyer,MT,Representative,6/5/18,-21.4,3.3,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Michael Galbraith,OH,Representative,5/8/18,-23.8,73.2,Yes,,No,No,No,No,No,No,No
John Morganelli,PA,Representative,5/15/18,0.1,30.2,No,White,No,No,Yes,No,No,No,No
John Norris,IA,Governor,6/5/18,-8.1,11.4,No,White,No,No,No,No,No,No,No
John Paschen,IA,Representative,6/5/18,-25.1,16.7,No,White,No,No,No,No,No,No,No
John Peters,OH,Representative,5/8/18,-13.6,1.5,No,,No,No,No,No,No,No,No
John Petroff,IN,Representative,5/8/18,-23.4,1.5,No,White,No,No,No,No,No,No,No
John Roberson,IN,Representative,5/8/18,-35.5,10.2,No,Nonwhite,Yes,No,No,No,No,No,No
John Russell,OH,Representative,5/8/18,-13.6,16.3,No,,No,No,No,No,No,No,No
John Russell,OH,Representative,5/8/18,-13.6,16.7,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
John Russell,OH,Representative,5/8/18,-13.6,16.3,No,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
John Suddarth,VA,Representative,6/12/18,-14.8,27.1,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
John Suddarth,VA,Representative,6/12/18,-14.8,27.1,No,White,Yes,No,No,No,No,No,No
John Wilson,OH,Representative,5/8/18,-17.0,4.5,No,,No,No,No,No,No,No,No
John Wolfe,TN,Senator,8/2/18,-27.1,3.2,No,White,No,No,No,No,No,No,No
Jon Powell,TX,Representative,3/6/18,-49.5,28.0,No,White,No,No,Yes,No,No,No,No
Jonathan Dunkley,AR,Representative,5/22/18,-13.5,9.3,No,Nonwhite,No,No,No,No,No,No,No
Jonathan Ebel,IL,Representative,3/20/18,-6.7,13.3,No,White,Yes,No,No,No,No,No,No
Joseph Cervantes,NM,Governor,6/5/18,6.2,11.5,No,Nonwhite,No,No,Yes,Yes,No,No,No
Joseph Kopser,TX,Representative,3/6/18,-15.5,29.0,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Joseph Kopser,TX,Representative,3/6/18,-15.5,29.0,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Joseph Kopser,TX,Representative,3/6/18,-15.5,29.0,Yes,White,Yes,No,No,No,No,No,No
Joseph Morelle,NY,Representative,6/26/18,14.6,45.3,Yes,,No,No,Yes,No,No,No,No
Joseph Morelle,NY,Representative,6/26/18,14.6,45.3,Yes,,No,No,Yes,No,WFP Endorsed?,Yes,No
Joseph Morelle,NY,Representative,6/26/18,14.6,45.3,Yes,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Joseph Schenkenfelder,TN,Representative,8/2/18,-38.2,4.5,No,,No,No,No,No,No,No,No
Joseph Schiavoni,OH,Governor,5/8/18,-7.9,9.2,No,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Joseph Schiavoni,OH,Governor,5/8/18,-7.9,9.2,No,,No,No,Yes,No,No,No,No
Josh Butner,CA,Representative,6/5/18,-19.5,35.5,No,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Josh Butner,CA,Representative,6/5/18,-19.5,35.5,No,White,Yes,No,No,No,No,No,No
Josh Harder,CA,Representative,6/5/18,0.6,35.6,Yes,White,No,No,No,No,No,No,No
Josh Harder,CA,Representative,6/5/18,0.6,35.6,Yes,White,No,No,No,No,Party Support?,Yes,No
Josh Harder,CA,Representative,6/5/18,0.6,35.6,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Josh Imhoff,TX,Representative,3/6/18,-12.8,6.0,No,White,No,No,No,No,No,No,No
Josh McCall,GA,Representative,5/22/18,-60.8,52.7,Yes,White,No,No,No,No,No,No,No
Josh McCall,GA,Representative,5/22/18,-60.8,52.7,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Josh Welle,NJ,Representative,6/5/18,-16.0,57.2,Yes,,Yes,No,No,No,No,No,No
Joshua Butler,TX,Representative,3/6/18,-6.8,3.8,No,Nonwhite,No,No,No,No,No,No,No
Joshua Mahony,AR,Representative,5/22/18,-34.6,100.0,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Joshua Mahony,AR,Representative,5/22/18,-34.6,100.0,Yes,White,No,No,No,No,No,No,No
Joshua Svaty,KS,Governor,8/7/18,-23.4,17.8,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Joshua Svaty,KS,Governor,8/7/18,-23.4,17.8,No,White,No,No,No,No,No,No,No
Joshua Williams,TN,Representative,8/2/18,-38.2,23.1,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Joshua Williams,TN,Representative,8/2/18,-38.2,23.1,No,White,No,No,No,No,No,No,No
Joshua Williamson,IN,Representative,5/8/18,-38.5,7.3,No,White,No,No,No,No,No,No,No
Juan Bribiesca,CA,Governor,6/5/18,25.8,0.4,No,Nonwhite,No,No,No,No,No,No,No
Juanita Perez Williams,NY,Representative,6/26/18,4.1,37.2,No,Nonwhite,Yes,No,No,No,No,No,No
Juanita Perez Williams,NY,Representative,6/26/18,4.1,37.2,No,Nonwhite,Yes,No,No,No,Party Support?,Yes,No
Juanita Perez Williams,NY,Representative,6/26/18,4.1,37.2,No,Nonwhite,Yes,No,No,No,Emily Endorsed?,Yes,No
Juanita Perez Williams,NY,Representative,6/26/18,4.1,37.2,No,Nonwhite,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Juanita Perez Williams,NY,Representative,6/26/18,4.1,37.2,No,Nonwhite,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Judy Canales,TX,Representative,3/6/18,-0.6,17.0,No,Nonwhite,No,No,No,No,No,No,No
Judy Herschel,PA,Representative,5/15/18,-36.0,49.6,No,White,No,No,No,No,No,No,No
Julia Biggins,VA,Representative,6/12/18,4.7,2.8,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Julia Biggins,VA,Representative,6/12/18,4.7,2.8,No,White,No,No,No,No,No,No,No
Julia Biggins,VA,Representative,6/12/18,4.7,2.8,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Julia Peacock,CA,Representative,6/5/18,-15.3,76.0,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Julia Peacock,CA,Representative,6/5/18,-15.3,76.0,Yes,White,No,No,No,No,No,No,No
Julia Peacock,CA,Representative,6/5/18,-15.3,76.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Julie Oliver,TX,Representative,3/6/18,-19.2,26.4,Yes,White,No,No,No,No,No,No,No
Julie Oliver,TX,Representative,3/6/18,-19.2,26.4,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Junius Rodriguez,IL,Representative,3/20/18,-28.8,41.7,Yes,White,No,No,No,No,No,No,No
Justin Kanew,TN,Representative,8/2/18,-40.2,62.1,Yes,White,No,No,No,No,No,No,No
Justin Kanew,TN,Representative,8/2/18,-40.2,62.1,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Justin Kanew,TN,Representative,8/2/18,-40.2,62.1,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Justin Santopietro,VA,Representative,6/12/18,-40.7,21.4,No,White,No,No,No,No,No,No,No
Justin Snider,TX,Representative,3/6/18,-16.0,6.8,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Justin Snider,TX,Representative,3/6/18,-16.0,6.8,No,White,No,No,No,No,No,No,No
K. Lave,IN,Representative,5/8/18,-38.5,1.9,No,White,No,No,No,No,No,No,No
Kara Eastman,NE,Representative,5/15/18,-6.0,51.6,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Kara Eastman,NE,Representative,5/15/18,-6.0,51.6,Yes,,No,No,No,No,WFP Endorsed?,Yes,No
Kara Eastman,NE,Representative,5/15/18,-6.0,51.6,Yes,,No,No,No,No,No,No,No
Kara Eastman,NE,Representative,5/15/18,-6.0,51.6,Yes,,No,No,No,No,PCCC Endorsed?,Yes,Yes
Kara Eastman,NE,Representative,5/15/18,-6.0,51.6,Yes,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Karen Mallard,VA,Representative,6/12/18,-5.7,37.7,No,White,No,No,No,No,WFP Endorsed?,Yes,No
Karen Mallard,VA,Representative,6/12/18,-5.7,37.7,No,White,No,No,No,No,No,No,No
Karen Mallard,VA,Representative,6/12/18,-5.7,37.7,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Karen McCormick,CO,Representative,6/26/18,-24.7,64.6,Yes,White,No,No,No,No,No,No,No
Karl Dean,TN,Governor,8/2/18,-27.1,75.1,Yes,White,No,No,Yes,Yes,No,No,No
Karl Hanlon,CO,Representative,6/26/18,-13.0,27.7,No,White,No,No,No,No,No,No,No
Kate Browning,NY,Representative,6/26/18,-11.6,30.3,No,White,No,No,Yes,No,No,No,No
Kathi Thomas,TX,Representative,3/6/18,-19.2,21.2,No,White,No,No,No,No,No,No,No
Kathleen Allen,GA,Representative,5/22/18,-12.7,11.0,No,White,No,No,No,No,No,No,No
Kathleen Allen,GA,Representative,5/22/18,-12.7,11.0,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Kathleen Williams,MT,Representative,6/5/18,-21.4,33.5,Yes,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Kathleen Williams,MT,Representative,6/5/18,-21.4,33.5,Yes,,No,No,Yes,No,No,No,No
Kathy Ellis,MO,Representative,8/7/18,-51.8,100.0,Yes,White,No,No,No,No,No,No,No
Kathy Manning,NC,Representative,5/8/18,-11.3,70.1,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Kathy Manning,NC,Representative,5/8/18,-11.3,70.1,Yes,White,No,No,No,No,Party Support?,Yes,No
Kathy Manning,NC,Representative,5/8/18,-11.3,70.1,Yes,White,No,No,No,No,No,No,No
Katie Hill,CA,Representative,6/5/18,2.0,43.0,Yes,White,No,Yes,No,No,Guns Sense Candidate?,Yes,No
Katie Porter,CA,Representative,6/5/18,-1.4,44.0,Yes,White,No,No,No,No,Guns Sense Candidate?,No,No
Katie Wilson,NY,Representative,6/26/18,-11.4,11.7,No,,No,No,No,No,WFP Endorsed?,Yes,No
Katie Wilson,NY,Representative,6/26/18,-11.4,11.7,No,,No,No,No,No,No,No,No
Katy Geppert,MO,Representative,8/7/18,-38.3,100.0,Yes,White,No,No,No,No,No,No,No
Katy Geppert,MO,Representative,8/7/18,-38.3,100.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Kelly Mazeski,IL,Representative,3/20/18,0.7,26.8,No,White,No,No,No,No,Emily Endorsed?,Yes,No
Kelly Mazeski,IL,Representative,3/20/18,0.7,26.8,No,White,No,No,No,No,No,No,No
Ken Harbaugh,OH,Representative,5/8/18,-27.2,80.2,Yes,,Yes,No,No,No,Party Support?,Yes,No
Ken Harbaugh,OH,Representative,5/8/18,-27.2,80.2,Yes,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Ken Harbaugh,OH,Representative,5/8/18,-27.2,80.2,Yes,,Yes,No,No,No,No,No,No
Ken Romley,NC,Representative,5/8/18,-13.0,32.3,No,White,No,No,No,Yes,No,No,No
Ken Romley,NC,Representative,5/8/18,-13.0,32.3,No,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Kendra Fershee,WV,Representative,5/8/18,-40.4,47.2,Yes,White,No,No,No,No,No,No,No
Kendra Horn,OK,Representative,6/26/18,-17.2,43.8,Yes,,No,No,No,No,No,No,No
Kenneth Hatfield,MO,Representative,8/7/18,-46.1,22.3,No,,No,No,No,No,No,No,No
Kenneth Stepp,KY,Representative,5/22/18,-62.1,58.7,Yes,White,Yes,No,No,No,No,No,No
Kent Lester,TX,Representative,3/6/18,-17.4,10.3,No,White,Yes,No,No,No,No,No,No
Kevin Abel,GA,Representative,5/22/18,-9.5,30.5,No,White,No,No,No,No,No,No,No
Kevin Gaither,IL,Representative,3/20/18,-44.6,62.1,Yes,White,No,No,No,No,No,No,No
Kevin Nelson,TX,Representative,3/6/18,-14.4,4.1,No,White,No,No,No,No,No,No,No
Kia Hamadanchy,CA,Representative,6/5/18,-1.4,4.2,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Kia Hamadanchy,CA,Representative,6/5/18,-1.4,4.2,No,Nonwhite,No,No,No,No,No,No,No
Kia Hamadanchy,CA,Representative,6/5/18,-1.4,4.2,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Kim Schrier,WA,Representative,8/7/18,0.1,,Yes,White,No,No,No,No,Guns Sense Candidate?,No,No
Kimberly Bizon,MI,Representative,8/7/18,-29.6,41.1,Yes,White,No,No,No,No,No,No,No
Klement Tinaj,CA,Governor,6/5/18,25.8,0.1,No,Nonwhite,No,No,No,No,No,No,No
Krishanti Vignarajah,MD,Governor,6/26/18,23.8,8.2,No,Nonwhite,No,No,No,No,No,No,No
Krishanti Vignarajah,MD,Governor,6/26/18,23.8,8.2,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Kurt Weiland,UT,Representative,6/26/18,-37.3,43.2,No,White,Yes,No,No,No,No,No,No
Kurtis Wilson,CA,Representative,6/5/18,-25.4,4.8,No,Nonwhite,No,No,No,No,No,No,No
Kyle Brenden Moore,IN,Representative,5/8/18,-15.6,23.7,No,Nonwhite,No,No,No,No,No,No,No
Kyle Horton,NC,Representative,5/8/18,-19.0,67.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Kyle Horton,NC,Representative,5/8/18,-19.0,67.0,Yes,White,No,No,No,No,No,No,No
Lander Bethel,TX,Representative,3/6/18,-55.0,31.4,No,White,No,No,No,No,No,No,No
Lane Siekman,IN,Representative,5/8/18,-38.5,15.6,No,White,No,No,No,No,No,No,No
Larry Arata,PA,Representative,5/15/18,25.5,1.5,No,White,No,No,No,No,No,No,No
Larry Ealy,OH,Governor,5/8/18,-7.9,1.0,No,Nonwhite,No,No,No,No,No,No,No
Larry Marvin,NE,Senator,5/15/18,-26.8,4.7,No,,Yes,No,No,No,No,No,No
Laura Kelly,KS,Governor,8/7/18,-23.4,51.4,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Laura Lombard,KS,Representative,8/7/18,-29.3,34.7,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Laura Lombard,KS,Representative,8/7/18,-29.3,34.7,No,White,No,No,No,No,No,No,No
Laura Moser,TX,Representative,3/6/18,-6.8,24.3,No,White,No,No,No,No,No,No,No
Laura Moser,TX,Representative,3/6/18,-6.8,24.3,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Laura Moser,TX,Representative,3/6/18,-6.8,24.3,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Laura Moser,TX,Representative,3/6/18,-6.8,24.3,No,White,No,No,No,No,WFP Endorsed?,Yes,No
Laura Oatman,CA,Representative,6/5/18,-4.2,3.0,No,White,No,No,No,No,No,No,No
Laura Oatman,CA,Representative,6/5/18,-4.2,3.0,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Laura Quick,PA,Representative,5/15/18,-32.0,28.2,No,White,No,No,No,No,No,No,No
Laura Quick,PA,Representative,5/15/18,-32.0,28.2,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lauren Underwood,IL,Representative,3/20/18,-8.0,57.3,Yes,Nonwhite,No,No,No,No,Guns Sense Candidate?,No,No
Leann Jacobsen,IA,Representative,6/5/18,-25.1,31.9,No,White,No,No,Yes,No,No,No,No
Lee Auman,AL,Representative,6/5/18,-62.5,54.1,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lee Auman,AL,Representative,6/5/18,-62.5,54.1,Yes,White,No,No,No,No,No,No,No
Lee Castillo,UT,Representative,6/26/18,-37.3,56.8,Yes,Nonwhite,No,Yes,No,No,No,No,No
Leona Kelley-Leonard,OK,Representative,6/26/18,-17.2,8.4,No,,No,No,No,No,No,No,No
Leslie Cockburn,VA,Representative,6/12/18,-12.5,100.0,Yes,White,No,No,No,No,No,No,No
Leslie Cockburn,VA,Representative,6/12/18,-12.5,100.0,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Leticia Sanders,AR,Governor,5/22/18,-28.6,36.7,No,Nonwhite,No,No,No,No,No,No,No
Letitia Plummer,TX,Representative,3/6/18,-14.8,24.3,No,Nonwhite,No,No,No,No,No,No,No
Letitia Plummer,TX,Representative,3/6/18,-14.8,24.3,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Levi Tillemann,CO,Representative,6/26/18,5.4,34.1,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Levi Tillemann,CO,Representative,6/26/18,5.4,34.1,No,White,No,No,No,No,No,No,No
Levii Shocklee,TX,Representative,3/6/18,-16.0,5.8,No,White,Yes,No,No,No,No,No,No
Levy Barnes Jr.,TX,Representative,3/6/18,-22.3,20.2,No,Nonwhite,No,No,No,No,No,No,No
Lillian Salerno,TX,Representative,3/6/18,-5.0,18.4,No,White,No,No,No,No,Emily Endorsed?,Yes,No
Lillian Salerno,TX,Representative,3/6/18,-5.0,18.4,No,White,No,No,No,No,No,No,No
Linda Andrei,NY,Representative,6/26/18,-13.9,15.3,No,,No,No,No,No,No,No,No
Linda Coleman,NC,Representative,5/8/18,-13.0,56.0,Yes,Nonwhite,No,No,Yes,No,No,No,No
Linda Coleman,NC,Representative,5/8/18,-13.0,56.0,Yes,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Lindsey Davis Stover,VA,Representative,6/12/18,4.7,16.0,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lindsey Davis Stover,VA,Representative,6/12/18,4.7,16.0,No,White,No,No,No,No,No,No,No
Lindy Li,PA,Representative,5/15/18,25.5,7.0,No,Nonwhite,No,No,No,No,No,No,No
Linsey Fagan,TX,Representative,3/6/18,-31.6,52.7,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Linsey Fagan,TX,Representative,3/6/18,-31.6,52.7,Yes,White,No,No,No,No,No,No,No
Linsey Fagan,TX,Representative,3/6/18,-31.6,52.7,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Lisa Brown,WA,Representative,8/7/18,-14.8,,Yes,White,No,No,Yes,No,Guns Sense Candidate?,No,No
Lisa Ring,GA,Representative,5/22/18,-17.4,67.5,Yes,White,No,No,No,No,No,No,No
Lisa Ring,GA,Representative,5/22/18,-17.4,67.5,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Lisa Ring,GA,Representative,5/22/18,-17.4,67.5,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Lisa Ring,GA,Representative,5/22/18,-17.4,67.5,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.3,58.0,Yes,,No,No,No,No,Emily Endorsed?,Yes,No
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.3,58.0,Yes,,No,No,No,No,No,No,No
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.3,58.0,Yes,,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.3,58.0,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Liuba Grechen Shirley,NY,Representative,6/26/18,-8.3,58.0,Yes,,No,No,No,No,Indivisible Endorsed?,Yes,No
Liz Watson,IN,Representative,5/8/18,-26.8,66.4,Yes,White,No,No,No,No,Emily Endorsed?,Yes,No
Liz Watson,IN,Representative,5/8/18,-26.8,66.4,Yes,White,No,No,No,No,No,No,No
Liz Watson,IN,Representative,5/8/18,-26.8,66.4,Yes,White,No,No,No,No,PCCC Endorsed?,Yes,Yes
Liz Watson,IN,Representative,5/8/18,-26.8,66.4,Yes,White,No,No,No,No,WFP Endorsed?,Yes,No
Lizzetta Hill McConnell,AL,Representative,6/5/18,-30.7,19.2,No,Nonwhite,No,No,No,No,No,No,No
Lizzie Pannill Fletcher,TX,Representative,3/6/18,-6.8,29.4,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Lorie Burch,TX,Representative,3/6/18,-20.7,49.6,Yes,White,No,Yes,No,No,Justice Dems Endorsed?,Yes,Yes
Lorie Burch,TX,Representative,3/6/18,-20.7,49.6,Yes,White,No,Yes,No,No,No,No,No
Lucas St. Clair,ME,Representative,6/12/18,-8.1,39.2,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Lucas St. Clair,ME,Representative,6/12/18,-8.1,39.2,No,,No,No,No,No,No,No,No
Lucy McBath,GA,Representative,5/22/18,-9.5,36.3,Yes,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Lupe Valdez,TX,Governor,3/6/18,-13.2,42.9,Yes,Nonwhite,Yes,Yes,Yes,No,No,No,No
Lynda Moss,MT,Representative,6/5/18,-21.4,5.1,No,,No,No,Yes,No,No,No,No
M.J. Hegar,TX,Representative,3/6/18,-17.4,44.9,Yes,White,Yes,No,No,No,No,No,No
Mac Schneider,ND,Representative,6/12/18,-34.8,100.0,Yes,,No,No,Yes,No,No,No,No
Madeleine Dean,PA,Representative,5/15/18,15.3,72.6,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Madeleine Dean,PA,Representative,5/15/18,15.3,72.6,Yes,White,No,No,Yes,No,No,No,No
Madeleine Dean,PA,Representative,5/15/18,15.3,72.6,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Madeline Eden,TX,Representative,3/6/18,-14.4,14.3,No,White,No,Yes,No,No,No,No,No
Madeline Hildebrandt,NM,Representative,6/5/18,-11.9,27.4,No,,Yes,No,No,No,Our Revolution Endorsed?,Yes,Yes
Madeline Hildebrandt,NM,Representative,6/5/18,-11.9,27.4,No,,Yes,No,No,No,No,No,No
Mai Khanh Tran,CA,Representative,6/5/18,3.0,11.7,No,Nonwhite,No,No,No,Yes,No,No,No
Mai Khanh Tran,CA,Representative,6/5/18,3.0,11.7,No,Nonwhite,No,No,No,Yes,Emily Endorsed?,Yes,No
Mai Khanh Tran,CA,Representative,6/5/18,3.0,11.7,No,Nonwhite,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Mal Hyman,SC,Representative,6/12/18,-19.2,29.7,No,White,No,No,No,No,No,No,No
Mal Hyman,SC,Representative,6/12/18,-19.2,29.7,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Mal Hyman,SC,Representative,6/12/18,-19.2,29.7,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mallory Hagan,AL,Representative,6/5/18,-33.7,65.7,Yes,White,No,No,No,No,No,No,No
Mallory Hagan,AL,Representative,6/5/18,-33.7,65.7,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mallory Varner,OK,Representative,6/26/18,-39.1,18.6,No,,No,No,No,No,No,No,No
Marc Friedenberg,PA,Representative,5/15/18,-36.0,50.4,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Marc Friedenberg,PA,Representative,5/15/18,-36.0,50.4,Yes,White,No,No,No,No,No,No,No
Marc Tiegel,NC,Representative,5/8/18,-16.4,20.9,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Marc Tiegel,NC,Representative,5/8/18,-16.4,20.9,No,White,No,No,No,No,No,No,No
Margarita Ruiz Johnson,TX,Representative,3/6/18,-14.8,12.6,No,Nonwhite,Yes,No,No,No,No,No,No
Marge Doyle,CA,Representative,6/5/18,-17.3,59.6,No,White,No,Yes,No,No,No,No,No
Margo Davidson,PA,Representative,5/15/18,25.5,4.0,No,Nonwhite,No,No,Yes,No,No,No,No
Margo Davidson,PA,Representative,5/15/18,25.5,4.0,No,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Marguerite Willis,SC,Governor,6/12/18,-15.8,27.5,No,White,No,No,No,Yes,No,No,No
Mariah Phillips,TN,Representative,8/2/18,-41.5,47.5,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Mariah Phillips,TN,Representative,8/2/18,-41.5,47.5,Yes,White,No,No,No,No,No,No,No
Mark Ali,SC,Representative,6/12/18,-19.3,13.4,No,Nonwhite,No,No,No,No,No,No,No
Mark Dent,OH,Representative,5/8/18,-17.0,9.4,No,,Yes,No,No,No,No,No,No
Mark Dion,ME,Governor,6/12/18,3.5,4.1,No,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Mark Dion,ME,Governor,6/12/18,3.5,4.1,No,White,No,No,Yes,No,No,No,No
Mark Eves,ME,Governor,6/12/18,3.5,14.2,No,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Mark Eves,ME,Governor,6/12/18,3.5,14.2,No,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Mark Eves,ME,Governor,6/12/18,3.5,14.2,No,White,No,No,Yes,No,No,No,No
Mark Gibson,TX,Representative,3/6/18,-14.8,10.2,No,Nonwhite,Yes,No,No,No,No,No,No
Mark Keeter,OK,Representative,6/26/18,-32.0,8.5,No,,No,No,No,No,No,No,No
Mark Osmack,MO,Representative,8/7/18,-14.2,25.2,No,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Mark Osmack,MO,Representative,8/7/18,-14.2,25.2,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Mark Osmack,MO,Representative,8/7/18,-14.2,25.2,No,White,Yes,No,No,No,No,No,No
